,m_id,m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue
85,85,Plain_Enemy_02_001,152,7,200,2,186,14,124,14,124,11,81,52,124,16,0,m_ResistAilment_v_0,3,116,9,49,85,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
86,86,Plain_Enemy_02_002,153,7,200,2,212,14,106,20,106,17,75,63,124,16,0,m_ResistAilment_v_0,6,117,7,56,86,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000700da001a,194,0,0,0.0
87,87,Plain_Enemy_02_003,154,7,200,2,176,14,112,18,112,14,78,76,124,16,0,m_ResistAilment_v_0,3,118,8,54,87,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001a00da001a,194,0,0,0.0
88,88,Plain_Enemy_02_004,155,7,200,2,186,14,118,13,118,10,83,63,124,16,0,m_ResistAilment_v_0,8,119,7,55,88,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001600da001a,194,0,0,0.0
89,89,Plain_Enemy_03_001,156,9,200,2,216,18,112,23,112,19,79,67,130,18,0,m_ResistAilment_v_0,6,122,8,72,89,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000700da001a,194,0,0,0.0
90,90,Plain_Enemy_03_002,157,9,200,2,190,18,124,16,124,12,88,67,130,18,0,m_ResistAilment_v_0,8,123,8,71,90,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001600da001a,194,0,0,0.0
91,91,Plain_Enemy_03_003,158,9,200,2,208,18,112,22,112,18,80,74,130,18,0,m_ResistAilment_v_0,6,124,10,69,91,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000200da001a,194,0,0,0.0
92,92,Plain_Enemy_03_004,159,9,200,2,190,18,130,17,130,13,85,55,130,18,0,m_ResistAilment_v_0,3,125,10,63,92,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
93,93,Plain_Enemy_04_001,160,12,200,3,278,24,120,26,120,23,85,73,138,26,0,m_ResistAilment_v_0,3,128,12,96,93,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001a00da001a,194,0,0,0.0
94,94,Plain_Enemy_04_002,161,12,200,3,245,24,133,19,133,15,94,73,138,26,0,m_ResistAilment_v_0,3,129,13,94,94,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000300da001a,194,0,0,0.0
95,95,Plain_Enemy_04_003,162,12,200,3,245,24,139,20,139,16,91,60,138,26,0,m_ResistAilment_v_0,3,130,17,84,95,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000c00da001a,194,0,0,0.0
96,96,Plain_Enemy_04_004,163,12,200,3,233,24,126,24,126,20,89,86,138,26,0,m_ResistAilment_v_0,3,131,15,92,96,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000b00da001a,194,0,0,0.0
97,97,Plain_Enemy_06a_001,164,18,200,3,396,36,135,32,135,28,97,90,152,36,0,m_ResistAilment_v_0,3,133,32,137,97,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001800da001a,194,0,0,0.0
98,98,Plain_Enemy_06a_002,165,18,200,3,396,36,135,32,135,28,97,90,152,36,0,m_ResistAilment_v_0,3,134,32,137,98,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001800da001a,194,0,0,0.0
99,99,Plain_Enemy_06a_003,166,18,200,2,364,36,155,26,155,22,102,69,152,36,0,m_ResistAilment_v_0,3,135,33,126,99,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000c00da001a,194,0,0,0.0
100,100,Plain_Enemy_06a_004,167,18,200,2,364,36,149,25,149,21,105,82,152,36,0,m_ResistAilment_v_0,5,136,26,141,100,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001b00da001a,194,0,0,0.0
101,101,Plain_Enemy_06b_001,164,18,200,3,396,36,135,32,135,28,97,90,152,36,0,m_ResistAilment_v_0,3,139,32,137,101,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001800da001a,194,0,0,0.0
102,102,Plain_Enemy_06b_002,165,18,200,3,396,36,135,32,135,28,97,90,152,36,0,m_ResistAilment_v_0,3,140,32,137,102,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001800da001a,194,0,0,0.0
103,103,Plain_Enemy_06b_003,166,18,200,2,364,36,155,26,155,22,102,69,152,36,0,m_ResistAilment_v_0,3,141,33,126,103,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000c00da001a,194,0,0,0.0
104,104,Plain_Enemy_06b_004,167,18,200,2,364,36,149,25,149,21,105,82,152,36,0,m_ResistAilment_v_0,5,142,26,141,104,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001b00da001a,194,0,0,0.0
105,105,Plain_Enemy_05_001,168,16,200,2,357,32,144,23,144,19,102,79,148,32,0,m_ResistAilment_v_0,3,145,26,117,105,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000300da001a,194,0,0,0.0
106,106,Plain_Enemy_05_002,169,16,200,3,403,32,131,31,131,27,93,79,148,32,0,m_ResistAilment_v_0,2,146,24,120,106,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001400da001a,194,0,0,0.0
107,107,Plain_Enemy_05_003,122,16,200,3,371,32,138,27,138,23,98,82,148,32,0,m_ResistAilment_v_0,3,147,32,113,107,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000e00da001a,194,0,0,0.0
108,108,Plain_Enemy_05_004,171,16,200,2,357,32,151,24,151,20,99,66,148,32,0,m_ResistAilment_v_0,3,148,33,105,108,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001900da001a,194,0,0,0.0
109,109,Sea_Enemy_01a_001,172,23,200,4,610,46,156,39,156,35,106,92,166,44,0,m_ResistAilment_v_0,3,150,64,184,109,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
110,110,Sea_Enemy_01a_002,173,23,200,2,545,46,177,32,177,28,113,78,166,44,0,m_ResistAilment_v_0,3,151,88,161,110,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
111,111,Sea_Enemy_01a_003,174,23,200,2,545,46,170,31,170,26,116,92,166,44,0,m_ResistAilment_v_0,3,152,68,180,111,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001d00da001a,194,0,0,0.0
112,112,Sea_Enemy_01a_004,175,23,200,3,590,46,156,38,156,33,107,100,166,44,0,m_ResistAilment_v_0,8,153,84,175,112,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001e00da001a,194,0,0,0.0
113,113,Sea_Enemy_01b_001,172,23,200,4,610,46,156,39,156,35,106,92,166,44,0,m_ResistAilment_v_0,3,155,64,184,113,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
114,114,Sea_Enemy_01b_002,173,23,200,2,545,46,177,32,177,28,113,78,166,44,0,m_ResistAilment_v_0,3,156,88,161,114,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
115,115,Sea_Enemy_01b_003,174,23,200,2,545,46,170,31,170,26,116,92,166,44,0,m_ResistAilment_v_0,3,157,68,180,115,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001d00da001a,194,0,0,0.0
116,116,Sea_Enemy_01b_004,175,23,200,3,590,46,156,38,156,33,107,100,166,44,0,m_ResistAilment_v_0,8,158,84,175,116,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001e00da001a,194,0,0,0.0
117,117,Sea_Enemy_02_001,176,23,200,2,545,46,181,33,181,28,127,86,188,44,0,m_ResistAilment_v_0,3,160,88,161,117,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
118,118,Sea_Enemy_02_002,177,23,200,4,610,46,156,42,156,37,119,102,188,44,0,m_ResistAilment_v_0,8,161,88,161,118,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001f00da001a,194,0,0,0.0
119,119,Sea_Enemy_02_003,178,23,200,2,545,46,173,32,173,27,130,102,188,44,0,m_ResistAilment_v_0,3,162,68,180,119,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001d00da001a,194,0,0,0.0
120,120,Sea_Enemy_02_004,179,23,200,4,610,46,156,42,156,37,119,102,188,44,0,m_ResistAilment_v_0,3,163,88,161,120,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
121,121,Sea_Enemy_03_001,180,21,200,2,428,42,174,31,174,26,121,82,180,40,0,m_ResistAilment_v_0,3,166,77,147,121,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
122,122,Sea_Enemy_03_002,181,21,200,2,428,42,166,29,166,25,124,98,180,40,0,m_ResistAilment_v_0,3,167,56,168,122,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
123,123,Sea_Enemy_03_003,182,21,200,2,428,42,166,29,166,25,124,98,180,40,0,m_ResistAilment_v_0,8,168,60,164,123,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002000da001a,194,0,0,0.0
124,124,Sea_Enemy_03_004,183,21,200,3,480,42,150,39,150,34,113,98,180,40,0,m_ResistAilment_v_0,3,169,56,168,124,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002100da001a,194,0,0,0.0
125,125,Sea_Enemy_04_001,184,25,200,2,777,50,187,33,187,28,119,95,170,49,0,m_ResistAilment_v_0,3,172,68,164,125,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001d00da001a,194,0,0,0.0
126,126,Sea_Enemy_04_002,185,25,200,2,777,50,187,33,187,28,119,95,170,49,0,m_ResistAilment_v_0,3,173,68,164,126,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002000da001a,194,0,0,0.0
127,127,Sea_Enemy_04_003,186,25,200,4,868,50,173,41,173,37,109,95,170,49,0,m_ResistAilment_v_0,3,174,64,168,127,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002200da001a,194,0,0,0.0
128,128,Sea_Enemy_04_004,187,25,200,3,840,50,173,40,173,36,111,103,170,49,0,m_ResistAilment_v_0,3,175,84,160,128,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002200da001a,194,0,0,0.0
129,129,Clif_Enemy_01a_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,m_ResistAilment_v_0,3,193,158,203,129,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
130,130,Clif_Enemy_01a_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,m_ResistAilment_v_0,3,194,150,206,130,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
131,131,Clif_Enemy_01a_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,m_ResistAilment_v_0,3,195,128,211,131,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002300da001a,194,0,0,0.0
132,132,Clif_Enemy_01a_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,m_ResistAilment_v_0,3,196,158,206,132,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002400da001a,194,0,0,0.0
133,133,Clif_Enemy_01b_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,m_ResistAilment_v_0,3,197,158,203,133,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
134,134,Clif_Enemy_01b_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,m_ResistAilment_v_0,3,198,150,206,134,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
135,135,Clif_Enemy_01b_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,m_ResistAilment_v_0,3,199,128,211,135,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002300da001a,194,0,0,0.0
136,136,Clif_Enemy_01b_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,m_ResistAilment_v_0,3,200,158,206,136,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002400da001a,194,0,0,0.0
137,137,Clif_Enemy_02a_001,192,30,200,2,1044,60,214,40,214,35,127,89,184,57,0,m_ResistAilment_v_0,3,201,220,210,137,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
138,138,Clif_Enemy_02a_002,193,30,200,4,1161,60,191,47,191,43,119,104,184,57,0,m_ResistAilment_v_0,6,202,160,240,138,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000200da001a,194,0,0,0.0
139,139,Clif_Enemy_02a_003,194,30,200,4,1161,60,191,47,191,43,119,104,184,57,0,m_ResistAilment_v_0,8,203,160,240,139,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002500da001a,194,0,0,0.0
140,140,Clif_Enemy_02a_004,195,30,200,3,999,60,198,44,198,40,124,121,184,57,0,m_ResistAilment_v_0,8,204,200,228,140,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002500da001a,194,0,0,0.0
141,141,Clif_Enemy_02b_001,188,27,200,3,819,54,188,39,188,35,119,102,176,54,0,m_ResistAilment_v_0,3,197,158,203,141,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
142,142,Clif_Enemy_02b_002,189,27,200,3,756,54,188,41,188,36,118,115,176,54,0,m_ResistAilment_v_0,3,198,150,206,142,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
143,143,Clif_Enemy_02b_003,190,27,200,2,791,54,195,35,195,30,124,99,176,54,0,m_ResistAilment_v_0,3,199,128,211,143,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002300da001a,194,0,0,0.0
144,144,Clif_Enemy_02b_004,191,27,200,3,854,54,180,42,180,38,115,108,176,54,0,m_ResistAilment_v_0,3,200,158,206,144,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002400da001a,194,0,0,0.0
145,145,Clif_Enemy_03_001,196,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,m_ResistAilment_v_0,3,209,170,250,145,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
146,146,Clif_Enemy_03_002,197,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,m_ResistAilment_v_0,3,210,220,224,146,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002500da001a,194,0,0,0.0
147,147,Clif_Enemy_03_003,198,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,m_ResistAilment_v_0,8,211,200,244,147,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002400da001a,194,0,0,0.0
148,148,Clif_Enemy_03_004,199,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,m_ResistAilment_v_0,8,212,220,224,148,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002700da001a,194,0,0,0.0
149,149,Clif_Enemy_04_001,200,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,m_ResistAilment_v_0,3,213,170,250,149,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002500da001a,194,0,0,0.0
150,150,Clif_Enemy_04_002,201,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,m_ResistAilment_v_0,6,214,220,224,150,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002500da001a,194,0,0,0.0
151,151,Clif_Enemy_04_003,202,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,m_ResistAilment_v_0,8,215,200,244,151,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002800da001a,194,0,0,0.0
152,152,Clif_Enemy_04_004,203,32,200,2,1298,64,254,42,254,37,132,92,190,60,0,m_ResistAilment_v_0,3,216,220,224,152,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
153,153,Clif_Enemy_05_001,204,60,200,5,5215,120,591,69,591,77,177,157,261,125,0,m_ResistAilment_v_0,3,217,1200,480,153,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
154,154,Clif_Enemy_05_002,205,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,m_ResistAilment_v_0,3,218,1500,456,154,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
155,155,Clif_Enemy_05_003,206,60,200,5,5215,120,581,83,581,63,177,157,261,125,0,m_ResistAilment_v_0,3,219,1200,480,155,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001c00da001a,194,0,0,0.0
156,156,Clif_Enemy_05_004,207,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,m_ResistAilment_v_0,3,220,1575,450,156,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93000300da001a,194,0,0,0.0
157,157,Clif_Enemy_06a_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,m_ResistAilment_v_0,8,221,1200,480,157,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
158,158,Clif_Enemy_06a_002,209,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,m_ResistAilment_v_0,8,222,1500,456,158,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
159,159,Clif_Enemy_06a_003,210,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,m_ResistAilment_v_0,3,223,1650,480,159,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
160,160,Clif_Enemy_06a_004,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,m_ResistAilment_v_0,8,224,1575,450,160,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
161,161,Clif_Enemy_06b_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,m_ResistAilment_v_0,8,225,1200,420,161,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
162,162,Clif_Enemy_06b_002,209,60,200,5,4794,120,601,79,601,73,183,179,261,125,0,m_ResistAilment_v_0,8,226,1500,420,162,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
163,163,Clif_Enemy_06b_003,210,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,m_ResistAilment_v_0,3,227,1650,450,163,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
164,164,Clif_Enemy_06b_004,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,m_ResistAilment_v_0,8,228,1575,474,164,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
165,165,Clif_Enemy_07_001,208,60,200,6,5215,120,591,69,591,77,177,157,261,125,0,m_ResistAilment_v_0,8,229,1200,468,165,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
166,166,Clif_Enemy_07_002,211,60,200,5,5100,120,601,77,601,71,185,161,261,125,0,m_ResistAilment_v_0,8,230,1575,456,166,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
167,167,Clif_Enemy_07_003,212,60,200,6,5215,120,581,83,581,63,177,157,261,125,0,m_ResistAilment_v_0,8,231,1200,456,167,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
168,168,Clif_Enemy_07_004,213,60,200,4,4964,120,621,73,621,67,187,137,261,125,0,m_ResistAilment_v_0,8,232,1650,450,168,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002900da001a,194,0,0,0.0
169,169,Clif_Enemy_08_001,214,32,200,2,1298,64,246,40,246,36,135,108,190,60,0,m_ResistAilment_v_0,3,233,170,234,169,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93002200da001a,194,0,0,0.0
170,170,Clif_Enemy_08_002,215,32,200,3,1397,64,230,48,230,44,125,117,190,60,0,m_ResistAilment_v_0,2,234,210,228,170,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001400da001a,194,0,0,0.0
171,171,Clif_Enemy_08_003,216,32,200,3,1243,64,238,47,238,42,128,125,190,60,0,m_ResistAilment_v_0,2,235,200,228,171,m_EventDropRewards_v_0,92ca00000000ca00000000a8,0,m_Name_v_1,m_Level_v_1,m_Hp_v_1,m_Shield_v_1,93001400da001a,194,0,0,0.0
